Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",0,4.01,Tor Books,Hardcover,384,2006,2006,,2024/03/27,to-read,to-read (#49),to-read,,,,0,0
58088226,Manhwa Collection: Solo Leveling Manhwa Vol 6,Dubu,"Dubu, Dubu",,"=""""","=""""",0,4.59,,Kindle Edition,1669,2021,2022,,2024/02/22,,,read,,,,1,0
58088581,Manhwa Collection: Solo Leveling Manhwa Vol 7,Dubu,"Dubu, Dubu",,"=""""","=""""",0,4.64,,Kindle Edition,203,2021,2023,,2024/02/22,,,read,,,,1,0
58086475,Manhwa Collection: Solo Leveling Manhwa Vol 8,Dubu,"Dubu, Dubu",,"=""""","=""""",5,4.66,,Kindle Edition,255,2021,,,2024/02/22,,,read,,,,1,0
36510196,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",5,4.23,Tor Books,Kindle Edition,318,2007,2005,2025/05/05,2025/05/05,,,read,,,,1,0
17961,Collected Fictions,Jorge Luis Borges,"Borges, Jorge Luis",Andrew Hurley,"=""""","=""""",0,4.56,Penguin Classics,Paperback,565,1999,1998,,2024/08/26,to-read,to-read (#52),to-read,,,,0,0
201467808,Coding with AI For Dummies (For Dummies: Learning Made Easy),Chris Minnick,"Minnick, Chris",,"=""1394249136""","=""9781394249138""",3,3.29,For Dummies,Paperback,336,2024,,2024/08/26,2024/08/05,,,read,,,,1,0
9809,Invisible Cities,Italo Calvino,"Calvino, Italo",William Weaver,"=""0156453800""","=""9780156453806""",5,4.10,Harcourt,Paperback,165,1974,1972,2024/08/26,2024/08/26,,,read,Kublai would never ,,,1,0
54898389,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric",,"=""""","=""9781544514208""",0,4.38,Magrathea Publishing,Kindle Edition,244,2020,2020,,2024/08/07,to-read,to-read (#51),to-read,,,,0,0
174156154,"3 Shades of Blue: Miles Davis, John Coltrane, Bill Evans, and the Lost Empire of Cool",James Kaplan,"Kaplan, James",,"=""0525561005""","=""9780525561002""",5,4.35,Penguin Press,Hardcover,496,2024,2024,2024/07/27,2024/07/27,,,read,Mhm ,,,1,0
10960707,The Big Love: Life & Death With Bill Evans,Laurie Verchomin,"Verchomin, Laurie",John Gerard McLaughlin,"=""1456563092""","=""9781456563097""",0,3.62,CreateSpace Independent Publishing Platform,Paperback,144,2011,2010,,2024/07/27,to-read,to-read (#50),to-read,,,,0,0
3845354,"The Boy Who Followed Ripley (Ripley, #4)",Patricia Highsmith,"Highsmith, Patricia",,"=""039333211X""","=""9780393332117""",4,3.64,W. W. Norton & Company,Paperback,348,2008,1980,2024/07/24,2024/07/17,,,read,my name is alex speer ,,,1,0
3425503,"Ripley's Game (Ripley, #3)",Patricia Highsmith,"Highsmith, Patricia",,"=""0393332128""","=""9780393332124""",4,3.84,W. W. Norton & Company,Paperback,288,2008,1974,2024/07/17,2024/03/30,,,read,Women never understand a boys night out ,,,1,0
56710874,"Ripley Underground (Ripley, #2)",Patricia Highsmith,"Highsmith, Patricia",,"=""6049786267""","=""9786049786266""",4,3.71,Thanh Nien,Paperback,0,2020,1970,2024/07/13,2024/03/30,,,read,Me at the function ,,,1,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",3,4.15,Penguin,Paperback,306,1999,1963,2024/06/12,2024/02/14,,,read,,,,1,0
14514306,Think Python,Allen B. Downey,"Downey, Allen B.",,"=""144933072X""","=""9781449330729""",2,4.12,O'Reilly Media,Paperback,296,2012,,2024/06/12,2024/05/12,,,read,who knew reading a CS book from 2013 wouldn't be helpful ,,,1,0
3220405,"Ender in Exile (Ender's Saga, #5)",Orson Scott Card,"Card, Orson Scott",,"=""0765304961""","=""9780765304964""",5,3.92,Tor Books,Hardcover,369,2008,2008,2024/05/08,2024/05/05,,,read,See: Enders sex life in exile ,,,1,0
45031915,Build-It-Yourself Birdhouses: 25+ DIY Birdhouses and Bird Feeders,Chris Peterson,"Peterson, Chris",,"=""0760365288""","=""9780760365281""",2,4.25,Cool Springs Press,Paperback,160,2019,,2024/05/05,2024/04/15,,,read,Blueberry ,,,1,0
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0765304740""","=""9780765304742""",5,3.78,Tor Books,Paperback,370,2002,1996,2024/04/29,2024/02/20,,,read,Jane might actually rival Rory Gilmore as the ultimate other woman. Ended like 1028 relationships. Interracial? Interspecial? ,,,1,0
143071267,Slavery and Freedom on the Middle Ground: Maryland During the Nineteenth Century (Yale Historical Publications Series) by Barbara Jeanne Fields (1-Sep-1987) Paperback,Barbara J. Fields,"Fields, Barbara J.",,"=""""","=""""",4,3.71,Yale University Press; New edition edition (1 Sept. 1987),Paperback,0,,1985,,2024/04/23,,,read,4 instead of 3 because she works at Columbia,,,2,0
60314250,Venus in Two Acts,Saidiya Hartman,"Hartman, Saidiya",,"=""""","=""""",3,4.78,Duke University Press,ebook,14,2008,,2024/04/23,2024/04/23,,,read,For an average take you get an average review ,,,1,0
389337,The Combahee River Collective Statement: Black Feminist Organizing In The Seventies and Eighties,Combahee River Collective,"Collective, Combahee River",,"=""0913175056""","=""9780913175057""",2,4.72,Kitchen Table/Women of Color,Paperback,21,1977,1977,2024/04/23,2024/04/23,,,read,Human nature says no ,,,1,0
88340,Letters to Milena,Franz Kafka,"Kafka, Franz","Philip Boehm, Aarno Peromies, Milena Jesenská","=""0805208852""","=""9780805208856""",3,3.92,Schocken,Paperback,298,1990,1952,2024/04/18,2023/11/12,,,read,This dude was seriously more down bad than me during the summer of 2021. Obsequious. ,,,1,0
142112122,Crisis of the Republic,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",3,4.08,Harcourt Brace Jovanovich,Hardcover,0,1972,1970,2024/04/15,2024/04/11,,,read,I frog ,,,1,0
317910,Hind Swaraj or Indian Home Rule,Mahatma Gandhi,"Gandhi, Mahatma",,"=""""","=""""",3,3.77,Navajivan Publishing House,Paperback,96,2008,1909,2024/04/10,2024/04/02,,,read,I played Gandhi's India in Civ6 and nuked everyone ,,,1,0
8521879,Annihilation of Caste,B.R. Ambedkar,"Ambedkar, B.R.",,"=""8187190442""","=""9788187190448""",3,4.61,Blumoon Books,Paperback,100,2000,1936,2024/04/10,2024/04/02,,,read,I don't remember ,,,1,0
66933,The Wretched of the Earth,Frantz Fanon,"Fanon, Frantz","Homi K. Bhabha, Richard Philcox, Jean-Paul Sartre","=""0802141323""","=""9780802141323""",2,4.34,Grove Press,Paperback,251,2005,1961,,2024/04/10,,,read,Don't jump to conclusions: <br/>me: violence is the only way to deal with my problems ,,,3,0
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",,"=""0312861877""","=""9780312861872""",5,3.82,Tor Books,Mass Market Paperback,592,1996,1991,2024/04/02,2024/02/20,,,read,If I went to outspace I would wish for another situationship. ,,,1,0
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2024/03/27,to-read,to-read (#48),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,3.98,Harcourt,Paperback,204,2002,1961,,2024/03/27,to-read,to-read (#47),to-read,,,,0,0
951749,"The Dying Earth (The Dying Earth, #1)",Jack Vance,"Vance, Jack",,"=""0671831526""","=""9780671831523""",0,3.88,Pocket Books,Paperback,156,1977,1950,,2024/03/27,to-read,to-read (#46),to-read,,,,0,0
340819,Blood Music,Greg Bear,"Bear, Greg",,"=""1596871067""","=""9781596871069""",0,3.84,Ibooks,Paperback,344,2002,1985,,2024/03/27,to-read,to-read (#45),to-read,,,,0,0
222093,City,Clifford D. Simak,"Simak, Clifford D.",,"=""188296828X""","=""9781882968282""",0,4.08,Old Earth Books,Hardcover,251,2004,1952,,2024/03/27,to-read,to-read (#44),to-read,,,,0,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",0,3.89,Ace,Kindle Edition,268,2018,1984,,2024/03/27,to-read,to-read (#43),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,4.10,Dial Press,Paperback,275,1999,1969,,2024/02/14,,,read,I think Kurt Vonnegut may be the smartest man alive. On Tralfamadore he would still be alive. So it goes. ,,,2,0
166586,"David Walker's Appeal: To the Coloured Citizens of the World, but In Particular, and Very Expressly, to Those of the United States of America",David  Walker,"Walker, David",Sean Wilentz,"=""0809015811""","=""9780809015818""",3,4.09,Hill and Wang,Paperback,128,1995,1829,2024/03/25,2024/03/23,,,read,Must we kill everyone ,,,1,0
17860493,Das Kapital - Capital,Karl Marx,"Marx, Karl",,"=""""","=""""",3,3.91,Amazon Digital Services,Kindle Edition,799,2012,1867,2024/03/23,2024/03/18,,,read,My TikTok attention span can't even remember what happened. ,,,1,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",4,4.02,Vintage International,Paperback,308,1991,1947,2024/03/23,2024/01/20,,,read,I think Camus woke up with a cold one day and said fuck it this would be a great story ,,,1,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Samuel Moore, Gareth Stedman Jones","=""0140447571""","=""9780140447576""",4,3.68,Penguin Books,Paperback,288,2002,1848,2024/03/23,2024/03/18,,,read,Get your bands up Marx ,,,1,0
40121993,The Collected Schizophrenias: Essays,Esmé Weijun Wang,"Wang, Esmé Weijun",,"=""1555978274""","=""9781555978273""",0,4.13,Graywolf Press,Paperback,224,2019,2019,,2024/03/20,to-read,to-read (#42),to-read,,,,0,0
3258583,On the Jewish Question,Karl Marx,"Marx, Karl",,"=""""","=""""",3,3.45,Hebrew Union College-Jewish Institute of Religion,,50,,1844,2024/03/18,2024/03/18,,,read,I just too biased sry Karl,,,1,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",5,4.11,Tor Books,Mass Market Paperback,382,1994,1986,2024/03/16,2024/02/20,,,read,Genuinely one of the best books I’ve ever read. Lusitania is healing ,,,1,0
385228,On Liberty,John Stuart Mill,"Mill, John Stuart",,"=""""","=""""",4,3.96,Penguin Classics,Paperback,187,1985,1859,2024/03/14,2024/03/14,,,read,Lowk spittin ,,,1,0
122286508,"The Mark of Athena: The Graphic Novel (The Heroes of Olympus: The Graphic Novels, #3)",Robert Venditti,"Venditti, Robert",Rick Riordan,"=""1368092373""","=""9781368092371""",3,4.49,Disney Hyperion,Paperback,160,2023,2023,2024/03/13,2024/03/13,,,read,"I don’t chase women, but for annabeth I might jog into Tartarus ",,,1,0
44492285,Dune Messiah (Dune #2),Frank Herbert,"Herbert, Frank",Brian Herbert,"=""0593098234""","=""9780593098233""",0,3.89,Ace,Mass Market Paperback,336,2019,1969,,2024/03/11,to-read,to-read (#41),to-read,,,,0,0
45961,Soul Mountain,Gao Xingjian,"Xingjian, Gao",Mabel Lee,"=""0060936231""","=""9780060936235""",3,3.60,Harper Perennial,Paperback,510,2001,1990,2024/03/07,2023/11/27,,,read,I'm a bitch ,,,1,0
54860614,Ariadne,Jennifer Saint,"Saint, Jennifer",,"=""125077358X""","=""9781250773586""",4,3.78,Flatiron Books,Hardcover,308,2021,2021,2024/03/04,2021/08/22,,,read,Shit was just mid. I don't think anyone was under the impression women were treated equally Jennifer. ,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,4.31,Tor,Mass Market Paperback,324,2004,1985,,2023/12/24,favorites,favorites (#7),read,This might be one of the best books ever written,,,1,0
198973060,"Solo Leveling, vol. 5 (Solo Leveling, Manhwa #5)",Dubu,"Dubu, Dubu","Chugong, Julian Guerra","=""8410007975""","=""9788410007970""",0,4.60,Editorial Ivrea Argentina,Paperback,0,2023,2018,,2024/02/22,,,read,,,,1,0
136344299,나 혼자만 레벨업 4 [Na Honjaman Level Up 4],Dubu,"Dubu, Dubu","장성락, Chugong, 추공","=""""","=""9791191363739""",0,4.59,디앤씨웹툰비즈,Paperback,324,2021,2021,,2024/02/22,,,read,,,,1,0
63279168,"Solo Leveling, vol. 3 (Solo Leveling, Manhwa #3)",Dubu,"Dubu, Dubu","Chugong, Julian Guerra","=""8419531715""","=""9788419531711""",0,4.56,Editorial Ivrea Argentina,Paperback,,2022,2020,,2024/02/22,,,read,,,,1,0
59752691,"Solo Leveling, vol. 2",Dubu,"Dubu, Dubu","Chugong, Julian Guerra","=""8419383848""","=""9788419383846""",0,4.57,Editorial Ivrea Argentina,Paperback,,2022,2020,,2024/02/22,,,read,,,,1,0
42733961,나 혼자만 레벨업 1 [Na Honjaman Level Up 1],Dubu,"Dubu, Dubu","장성락, Chugong, 추공","=""""","=""9791189320294""",0,4.43,디앤씨웹툰비즈,Paperback,312,2019,2019,,2024/02/22,,,read,,,,1,0
745332,"Black Athena: Afroasiatic Roots of Classical Civilization, Vol. 1: The Fabrication of Ancient Greece, 1785-1985",Martin Bernal,"Bernal, Martin",,"=""0813512778""","=""9780813512778""",0,4.09,Rutgers University Press,Paperback,608,1987,1987,,2024/02/21,to-read,to-read (#40),to-read,,,,0,0
16619,Democracy in America,Alexis de Tocqueville,"Tocqueville, Alexis de","Isaac Kramnick, Gerald Bevan","=""0140447601""","=""9780140447606""",3,4.05,Penguin Classics,Paperback,983,2003,1835,2024/02/20,2024/02/18,,,read,Should have stuck to reviewing the prisons ,,,1,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2024/02/20,to-read,to-read (#39),to-read,,,,0,0
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",0,4.32,Starscape,Paperback,469,2002,1999,,2024/02/20,to-read,to-read (#38),to-read,,,,0,0
6194,Waiting for the Barbarians,J.M. Coetzee,"Coetzee, J.M.",,"=""0140283358""","=""9780140283358""",5,3.93,Penguin Books,Paperback,152,1999,1980,2024/02/18,2023/11/27,,,read,The asexual's handbook ,,,1,0
9597,Player Piano,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333781""","=""9780385333788""",5,3.91,Dial Press,Paperback,341,2006,1952,2024/02/15,2024/02/13,,,read,Lured into reading another 20th-century dystopian novel through the promise of piano. ,,,1,0
224387,A Vindication of the Rights of Woman,Mary Wollstonecraft,"Wollstonecraft, Mary","Miriam Brody, Bebi Fernández","=""0141441259""","=""9780141441252""",3,3.92,Penguin Classics,Paperback,269,2004,1792,2024/02/10,2024/02/07,,,read,Yeah I’m a <br/>F<br/>E<br/>M<br/>I <br/>N<br/>I<br/>Skimmed this book<br/>T<br/>,,,1,0
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",0,4.06,Broadway Books,Kindle Edition,352,2018,2004,,2024/02/09,to-read,to-read (#37),to-read,,,,0,0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",Janet Mills,"=""1878424505""","=""9781878424501""",2,4.19,Amber-Allen Publishing,Hardcover,152,2001,1997,2024/02/05,2023/08/25,,,read,This is like psychedelic stoicism. I love that every position inhabited by this dude has not a single mote of evidence to back up his shoddy oneirology. Perfect.,,,1,0
99955,"Common Sense, The Rights of Man and Other Essential Writings",Thomas Paine,"Paine, Thomas","Jack Fruchtman Jr., Sidney Hook","=""0451528891""","=""9780451528896""",4,4.14,Signet,Paperback,416,2003,1776,2024/02/03,2024/02/02,,,read,"This actually was not a paperback I printed the pages out. Fuck the trees, fuck monarchy, fuck subsidized trade, fuck the stamp act, fuck uncommon sense. ",,,1,0
273971,Utilitarianism and Other Essays,Jeremy Bentham,"Bentham, Jeremy","John Stuart Mill, Alan  Ryan","=""0140432728""","=""9780140432725""",3,3.70,Penguin Classics,Paperback,352,1987,1863,2024/02/02,2024/01/31,,,read,Plugs kinda weird but he's chill,,,1,0
60080,Groundwork of the Metaphysics of Morals,Immanuel Kant,"Kant, Immanuel","Christine M. Korsgaard, Mary Gregor","=""0521626951""","=""9780521626958""",5,3.83,Cambridge University Press,Paperback,120,1998,1785,2024/01/28,2024/01/23,,,read,"This guy is either really really smart or I am oh so very dumb. What I could understand was intuitive.<br/>Here I go: I would like to discuss one of the implications of Kant’s universal maxim (acting as if your action would establish a precedent for future human action), the act of assisting another in need, or some notion akin to altruism. Since Kant died 5 years before Darwin, It can be intuited that the former would have no prescience of the evolutionary principle that the fittest organism passes on their genes. Moreover, since it is generally taken that self-interested individuals fare better in Darwin's little battle royale, it is puzzling to imagine how an individual possessing altruistic tendencies would be afforded the chance to pass on their genes. Over time, researchers have produced a few theories concerning the reproduction of altruistic behaviors in the gene pool. Reciprocal altruism, rooted in humans' social capacity, sees individuals engaging in mutually beneficial behaviors with the expectation of assistance in return. Group selection suggests that altruistic tendencies within a group contribute to collective success, favoring cooperative traits through competition with other groups. Cooperative groups gain a competitive advantage, exemplified by mutual support, enhancing overall survival prospects. Kant’s beliefs, which align most closely with reciprocal altruism, suggest an individual be motivated to assist another human based primarily on the principle that we would want someone to do the same for us. Both theories posit ostensibly selfless action in the hopes of future return, or, in as Darwin would put it, a better chance at survival. I just thought it was interesting how someone before Darwin's time seems to have arrived at the same monumental conclusion with just the thoughts in their head, some paper, and have done so without ever leaving his modest town. <br/> ",,,1,0
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,"Smith, Adam","George J. Stigler, Edwin Cannan","=""0226763749""","=""9780226763743""",4,3.89,University Of Chicago Press,Paperback,1076,1977,1776,2024/01/23,2024/01/17,,,read,I think I'll like this book more in 20 years when I'm a bajilliongabiliionaire. ,,,1,0
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",0,4.03,Vintage Books,Paperback,147,1991,1956,,2024/01/20,to-read,to-read (#36),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",5,4.03,Vintage International,Paperback,123,1989,1942,2024/01/20,2021/08/23,,,read,People watching: extreme edition,,,1,0
32599492,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",David Lagercrantz,"Lagercrantz, David",George Goulding,"=""""","=""""",3,3.80,MacLehose Press,ebook,347,2017,2017,,2022/01/07,,,read,,,,1,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",5,4.20,Plume,Paperback,368,2022,1949,2024/01/17,2024/01/15,,,read,There is a guy in my CC class who converses in Newspeak.,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",4,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2024/01/15,,,read,,,,1,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",5,3.89,Signet Book,Mass Market Paperback,704,1996,1943,,2024/01/12,favorites,favorites (#6),read,My favorite book. Redheads have never been quite this cool. ,,,1,0
3629971,"Conspirata (Cicero, #2)",Robert   Harris,"Harris, Robert",,"=""0743266102""","=""9780743266109""",5,4.26,Simon & Schuster,Hardcover,352,2010,2009,,2021/08/17,favorites,favorites (#5),read,,,,1,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0140275363""","=""9780140275360""",5,3.93,Penguin Classics,Paperback,614,1999,-800,,2021/08/17,favorites,favorites (#4),read,,,,1,0
