Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
50484473,Lives of the Stoics: The Art of Living from Zeno to Marcus Aurelius,Ryan Holiday,"Holiday, Ryan",Stephen Hanselman,"=""052554187X""","=""9780525541875""",4,4.03,Portfolio,Hardcover,352,2020,2020,,2023/06/08,,,read,You cannot implicate me in your ugliness ,,,1,0
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,"Rand, Ayn",,"=""0451163087""","=""9780451163080""",4,3.70,Signet Book,Mass Market Paperback,224,1963,1961,2023/05/28,2023/05/28,,,read,,,,1,0
31300,"A Caribbean Mystery (Miss Marple, #9)",Agatha Christie,"Christie, Agatha",,"=""0451199928""","=""9780451199928""",4,3.85,Signet,Mass Market Paperback,224,2000,1964,,2023/05/24,,,read,,,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",4,4.28,Penguin Books,Paperback,254,2006,180,2023/05/17,2023/04/23,,,read,“Don’t waste your time by reading” ,,,1,0
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",3,4.16,Vintage,Paperback,338,2004,1977,,2023/05/15,,,read,,,,1,0
20613761,Citizen: An American Lyric,Claudia Rankine,"Rankine, Claudia",,"=""1555976905""","=""9781555976903""",2,4.25,Graywolf Press,Paperback,169,2014,2014,,2023/05/15,,,read,,,,1,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",3,3.81,Harvest Books,Paperback,209,1989,1927,2023/04/25,2023/04/06,,,read,,,,2,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",4,3.90,Bantam Classics,Mass Market Paperback,201,1972,1915,,2023/04/06,,,read,,,,1,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",4,4.29,Penguin,Paperback,671,2002,1866,,2023/04/06,,,read,,,,1,0
87262,The Posthumous Memoirs of Brás Cubas,Machado de Assis,"Assis, Machado de","Enylton de Sá Rego, Gilberto Pinheiro Passos, Gregory Rabassa","=""0195101707""","=""9780195101706""",3,4.26,Oxford University Press,Paperback,240,1998,1881,,2023/04/06,,,read,,,,1,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",1,3.91,Penguin Books,Paperback,1023,2003,1615,,2023/02/23,,,read,,,,1,0
119079,The Lais of Marie de France,Marie de France,"France, Marie de","Keith Busby, Glyn S. Burgess","=""0140447598""","=""9780140447590""",5,3.83,Penguin Classics,Paperback,164,1999,1160,2023/01/01,2023/01/26,,,read,,,,1,0
55271741,The Translator of Desires: Poems (The Lockert Library of Poetry in Translation),Ibn ʿArabi,"ʿArabi, Ibn",Michael Sells,"=""0691181349""","=""9780691181349""",4,3.89,Princeton University Press,Paperback,368,2021,,2023/01/01,2023/01/26,,,read,,,,1,0
27037,Confessions,Augustine of Hippo,"Hippo, Augustine of","Henry Chadwick, Albert Cook Outler, Temple Scott","=""0192833723""","=""9780192833723""",3,3.99,Oxford University Press,Paperback,341,1998,400,2023/01/01,2023/01/26,,,read,,,,1,0
80081,The Golden Ass,Apuleius,"Apuleius, Apuleius","Jack Lindsay, Claudio Annaratone","=""0253200369""","=""9780253200365""",3,3.85,Indiana University Press,Paperback,256,2005,159,2023/01/01,2023/01/26,,,read,,,,1,0
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,"=""0140449272""","=""9780140449273""",5,4.09,Penguin Books,Paperback,90,2003,-380,2023/01/01,2023/01/26,,,read,,,,1,0
23719576,"Father Comes Home From the Wars (Parts 1, 2 & 3)",Suzan-Lori Parks,"Parks, Suzan-Lori",,"=""1559365005""","=""9781559365000""",2,4.04,Theatre Communications Group,Paperback,192,2015,2015,2023/01/01,2023/01/26,,,read,,,,1,0
64458531,Dissertations on the Eumenides of Eschylus,Carl Otfried Muller,"Muller, Carl Otfried",,"=""0554496747""","=""9780554496740""",4,4.00,Bibliobazaar,Paperback,228,2008,,2023/01/01,2023/01/26,,,read,,,,1,0
34638484,"Æschylus - The Libation Bearers: from The Oresteia Trilogy. ""Of all the gods only death does not desire gifts""",Æschylus,"Æschylus, Æschylus",,"=""1787371409""","=""9781787371408""",3,3.81,Scribe Publishing,Paperback,40,2017,-458,2023/01/01,2023/01/26,,,read,,,,1,0
1524,"Agamemnon (Oresteia, #1)",Aeschylus,"Aeschylus, Aeschylus","Philip de May, P.E. Easterling","=""0521010756""","=""9780521010757""",4,3.84,Cambridge University Press,Paperback,144,2003,-472,2023/01/01,2023/01/26,,,read,,,,1,0
8726277,"Life-Study of Job, Proverbs, Ecclesiastes, and Song of Songs",Witness Lee,"Lee, Witness",,"=""0736350179""","=""9780736350174""",3,4.76,,Kindle Edition,432,,1996,2023/01/01,2023/01/26,,,read,,,,1,0
150253,"If Not, Winter: Fragments of Sappho",Sappho,"Sappho, Sappho",Anne Carson,"=""1844080811""","=""9781844080816""",4,4.43,Virago,Paperback,416,2003,-550,2023/01/01,2023/01/26,,,read,,,,1,0
667,Anthem,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452281253""","=""9780452281257""",4,3.61,NAL,Paperback,105,1999,1938,2022/07/06,2022/07/06,,,read,Counterfeit plot but decent writing.,,,1,0
210454,Justinian,H.N. Turteltaub,"Turteltaub, H.N.",,"=""0812545273""","=""9780812545272""",4,3.80,Tor Books,Mass Market Paperback,640,1999,1998,,2022/06/15,,,read,too cocky,,,2,0
48717744,"The Tower of Nero (The Trials of Apollo, #5)",Rick Riordan,"Riordan, Rick",,"=""1484746457""","=""9781484746455""",4,4.47,Disney-Hyperion Books,Hardcover,416,2020,2020,,2022/06/13,,,read,Pretty climactic final battle,,,1,0
1186995,Cliffs Notes on Greek Classics,Mary Ellen Snodgrass,"Snodgrass, Mary Ellen",,"=""0822005662""","=""9780822005667""",4,3.94,Cliff Notes,Paperback,429,1988,1988,,2022/06/03,,,read,,,,1,0
56304131,進撃の巨人 34 [Shingeki no Kyojin 34],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4065234174""","=""9784065234174""",5,4.53,講談社,Paperback,192,2021,2021,2022/01/01,2022/06/03,,,read,,,,1,0
54865124,進撃の巨人 33 [Shingeki no Kyojin 33],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4065220297""","=""9784065220290""",0,4.64,講談社,Paperback,192,2021,2021,2022/01/01,2022/06/03,,,read,,,,1,0
52431850,進撃の巨人 32 [Shingeki no Kyojin 32],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4065203228""","=""9784065203224""",0,4.56,講談社,Paperback,192,2020,2020,2022/01/01,2022/06/03,,,read,,,,1,0
48722104,進撃の巨人 31 [Shingeki no Kyojin 31],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4065186897""","=""9784065186893""",0,4.60,講談社,Paperback,192,2020,2020,2022/01/01,2022/06/03,,,read,,,,1,0
44300262,進撃の巨人 29 [Shingeki no Kyojin 29],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4065162246""","=""9784065162248""",0,4.56,講談社,Paperback,192,2019,2019,2022/01/01,2022/06/03,,,read,,,,1,0
42747046,進撃の巨人 28 [Shingeki no Kyojin 28],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4065148693""","=""9784065148693""",0,4.56,講談社,Paperback,192,2019,2019,2022/01/01,2022/06/03,,,read,,,,1,0
40500209,進撃の巨人 27 [Shingeki no Kyojin 27],Hajime Isayama,"Isayama, Hajime",諫山創,"=""406513479X""","=""9784065134795""",0,4.41,講談社,Paperback,192,2018,2018,2022/01/01,2022/06/03,,,read,,,,1,0
36043596,進撃の巨人 26 [Shingeki no Kyojin 26],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4065121833""","=""9784065121832""",0,4.58,講談社,Paperback,192,2018,2018,2022/01/01,2022/06/03,,,read,,,,1,0
36043595,進撃の巨人 25 [Shingeki no Kyojin 25],Hajime Isayama,"Isayama, Hajime",諫山創,"=""406511201X""","=""9784065112014""",0,4.62,講談社,Paperback,192,2018,2018,2022/01/01,2022/06/03,,,read,,,,1,0
35709632,進撃の巨人 24 [Shingeki no Kyojin 24],Hajime Isayama,"Isayama, Hajime",諫山創,"=""406510548X""","=""9784065105481""",0,4.44,講談社,Paperback,192,2017,2017,2022/01/01,2022/06/03,,,read,,,,1,0
34659868,進撃の巨人 23 [Shingeki no Kyojin 23],Hajime Isayama,"Isayama, Hajime",諫山創,"=""406510100X""","=""9784065101001""",0,4.35,講談社,Paperback,192,2017,2017,2022/01/01,2022/06/03,,,read,,,,1,0
33123591,進撃の巨人 22 [Shingeki no Kyojin 22],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4063959090""","=""9784063959093""",0,4.59,講談社,Paperback,192,2017,2017,2022/01/01,2022/06/03,,,read,,,,1,0
31395286,進撃の巨人 21 [Shingeki no Kyojin 21],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4063958159""","=""9784063958157""",0,4.63,講談社,Paperback,192,2016,2016,2022/01/01,2022/06/03,,,read,,,,1,0
18363261,進撃の巨人 20 [Shingeki no Kyojin 20],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4063957209""","=""9784063957204""",0,4.67,講談社,Paperback,192,2016,2016,2022/01/01,2022/06/03,,,read,,,,1,0
18363260,進撃の巨人 19 [Shingeki no Kyojin 19],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4063956369""","=""9784063956368""",0,4.58,講談社,Paperback,192,2016,2016,2022/01/01,2022/06/03,,,read,,,,1,0
18363258,進撃の巨人 18 [Shingeki no Kyojin 18],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4063955494""","=""9784063955491""",0,4.54,講談社,Paperback,192,2015,2015,2022/01/01,2022/06/03,,,read,,,,1,0
18363242,進撃の巨人 17 [Shingeki no Kyojin 17],Hajime Isayama,"Isayama, Hajime",諫山創,"=""4063954463""","=""9784063954463""",0,4.45,講談社,Paperback,192,2015,2015,2022/01/01,2022/06/03,,,read,,,,1,0
24531650,"Attack on Titan, Vol. 16",Hajime Isayama,"Isayama, Hajime",,"=""1612629806""","=""9781612629803""",0,4.55,Kodansha Comics,Paperback,192,2015,2015,2022/01/01,2022/06/03,,,read,,,,1,0
29895355,Attack on Titan #14,Hajime Isayama,"Isayama, Hajime",,"=""""","=""""",0,4.86,Kodansha Comics,Kindle Edition,43,2016,,2022/01/01,2022/06/03,,,read,,,,1,0
19336279,"Attack on Titan, Vol. 13",Hajime Isayama,"Isayama, Hajime",,"=""1612626793""","=""9781612626796""",0,4.42,Kodansha Comics,Paperback,192,2014,2014,2022/01/01,2022/06/03,,,read,,,,1,0
30179420,Attack on Titan #12,Hajime Isayama,"Isayama, Hajime",,"=""""","=""""",0,4.78,Kodansha Comics,Kindle Edition,44,2016,,2022/01/01,2022/06/03,,,read,,,,1,0
18077957,"Attack on Titan, Vol. 11",Hajime Isayama,"Isayama, Hajime",,"=""1612626777""","=""9781612626772""",0,4.53,Kodansha Comics,Paperback,192,2014,2013,2022/01/01,2022/06/03,,,read,,,,1,0
29895345,Attack on Titan #10,Hajime Isayama,"Isayama, Hajime",,"=""""","=""""",0,4.58,Kodansha Comics,Kindle Edition,44,2016,,2022/01/01,2022/06/03,,,read,,,,1,0
29936128,Attack on Titan #9,Hajime Isayama,"Isayama, Hajime",,"=""""","=""""",0,4.52,Kodansha Comics,Kindle Edition,37,2016,,2022/01/01,2022/06/03,,,read,,,,1,0
29863734,Attack on Titan #8,Hajime Isayama,"Isayama, Hajime",,"=""""","=""""",0,4.55,Kodansha Comics,Kindle Edition,35,2016,,2022/01/01,2022/06/03,,,read,,,,1,0
30243608,Attack on Titan #7,Hajime Isayama,"Isayama, Hajime",,"=""""","=""""",0,4.56,Kodansha Comics,Kindle Edition,34,2016,,2022/01/01,2022/06/03,,,read,,,,1,0
17262714,"Attack on Titan, Vol. 6",Hajime Isayama,"Isayama, Hajime",,"=""1612622550""","=""9781612622552""",0,4.51,Kodansha Comics,Paperback,192,2013,2011,2022/01/01,2022/06/03,,,read,,,,1,0
16071864,"Attack on Titan, Vol. 5",Hajime Isayama,"Isayama, Hajime",,"=""1612622542""","=""9781612622545""",0,4.48,Kodansha Comics,Paperback,192,2013,2011,2022/01/01,2022/06/03,,,read,,,,1,0
15798166,"Attack on Titan, Vol. 4",Hajime Isayama,"Isayama, Hajime",,"=""1612622534""","=""9781612622538""",0,4.43,Kodansha Comics,Paperback,192,2013,2011,2022/01/01,2022/06/03,,,read,,,,1,0
13536803,"Attack on Titan, Vol. 3",Hajime Isayama,"Isayama, Hajime",,"=""1612620264""","=""9781612620268""",0,4.46,Kodansha Comics,Paperback,208,2012,2010,2022/01/01,2022/06/03,,,read,,,,1,0
13531561,"Attack on Titan, Vol. 2",Hajime Isayama,"Isayama, Hajime",,"=""1612620256""","=""9781612620251""",0,4.52,Kodansha Comics,Paperback,189,2012,2010,2022/01/01,2022/06/03,,,read,,,,1,0
13154150,"Attack on Titan, Vol. 1",Hajime Isayama,"Isayama, Hajime",Sheldon Drzka,"=""1612620248""","=""9781612620244""",0,4.48,Kodansha Comics,Paperback,193,2012,2010,2022/01/01,2022/06/03,,,read,,,,1,0
28006109,"The Tyrant’s Tomb (The Trials of Apollo, #4)",Rick Riordan,"Riordan, Rick",,"=""1368001440""","=""9781368001441""",0,4.31,Disney Hyperion,ebook,439,2019,2019,2022/01/01,2022/03/02,,,read,,,,1,0
57423631,Daughters of Sparta,Claire Heywood,"Heywood, Claire",,"=""0593184378""","=""9780593184370""",0,3.86,Dutton,Paperback,370,2021,2021,2022/01/01,2021/08/22,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,2022/01/01,2022/03/02,,,read,,,,1,0
28006096,"The Burning Maze (The Trials of Apollo, #3)",Rick Riordan,"Riordan, Rick",,"=""1368024122""","=""9781368024129""",0,4.26,Disney-Hyperion Books,Hardcover,448,2018,2018,2022/01/01,2022/03/02,,,read,,,,1,0
57282218,"Lore Olympus: Volume One (Lore Olympus, #1)",Rachel  Smythe,"Smythe, Rachel",,"=""0593160290""","=""9780593160299""",0,4.20,Del Rey,Hardcover,384,2021,2021,2022/01/01,2022/03/02,,,read,,,,1,0
22632,"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,"Plato, Plato","John M. Cooper, G.M.A. Grube","=""0872205541""","=""9780872205543""",4,4.12,Hackett Publishing Company,Paperback,58,2001,-400,2022/01/13,2022/01/07,,,read,"I retain that Socrates is a little pesky bitch, but at least he can die with some dignity",,,1,0
42846882,"The Girl Who Lived Twice (Millennium, #6)",David Lagercrantz,"Lagercrantz, David",George Goulding,"=""0857056360""","=""9780857056368""",4,3.76, MacLehose Press,Hardcover,368,2019,2019,2022/01/06,2022/01/02,,,read,"I cannot commend the author enough for stepping up his shitty writing to this legibly actually nice diction. I still kinda pissed that all the books end the same way, but bc the story was decent and this mans writing improved tenfold, 4 stars it is.",,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",4,3.93,Scribner,Paperback,180,1925,1925,2022/01/01,2022/01/03,,,read,"Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really Really good writing, but like something was off about the book, like it was kind eerie so naw you don't get 5 stars",,,1,0
25074850,"The Girl in the Spider's Web (Millennium, #4)",David Lagercrantz,"Lagercrantz, David",,"=""0385354282""","=""9780385354288""",3,3.81,Knopf,Hardcover,400,2015,2015,2022/01/02,2021/12/21,,,read,The story was good but holy shit the writing was terrible. Like how did this fucker inherit this series without knowing proper sentence structure or any complex grammar,,,1,0
6892870,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""030726999X""","=""9780307269997""",4,4.24,Knopf,Hardcover,566,2010,2007,2021/12/20,2021/12/12,,,read,Bad beginning great middle ok end ,,,1,0
53487148,A Thousand Ships,Natalie Haynes,"Haynes, Natalie",,"=""0063065398""","=""9780063065390""",5,4.05,Harper,Hardcover,368,2021,2019,2021/12/07,2021/08/22,,,read,girl boss ,,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.15,Vintage Books,Paperback,559,2004,1992,,2021/11/28,to-read,to-read (#6),to-read,,,,0,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",3,4.03,Modern Library,Kindle Edition,490,2022,1321,2021/11/23,2021/10/14,,,read,,,,1,0
47021,The Taming of the Shrew,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine","=""074347757X""","=""9780743477574""",1,3.74,Simon  Schuster,Mass Market Paperback,291,2004,1593,,2021/11/17,,,read,Dumb ,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",4,4.29,Modern Library,Paperback,279,2023,1813,2021/10/13,2021/08/30,,,read,,,,1,0
5060378,The Girl Who Played with Fire (Millennium #2),Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",4,4.26,Alfred A. Knopf,Hardcover,503,2009,2006,2021/08/30,2021/08/21,,,read,,,,1,0
11987,The Myth of Sisyphus and Other Essays,Albert Camus,"Camus, Albert",Justin O'Brien,"=""""","=""""",0,4.22,Vintage International,Paperback,212,1991,1942,,2021/08/23,to-read,to-read (#5),to-read,,,,0,0
50123234,"Daughter of Sparta (Daughter of Sparta, #1)",Claire M. Andrews,"Andrews, Claire M.",,"=""0316540072""","=""9780316540070""",0,3.79,Jimmy Patterson Books,Hardcover,375,2021,2021,,2021/08/22,to-read,to-read (#4),to-read,,,,0,0
51135393,Pandora's Jar: Women in the Greek Myths,Natalie Haynes,"Haynes, Natalie",,"=""1509873112""","=""9781509873111""",0,4.22,Picador,Hardcover,320,2020,2020,,2021/08/22,to-read,to-read (#3),to-read,,,,0,0
39359728,"The King Must Die (Theseus, #1)",Mary Renault,"Renault, Mary",,"=""1480433128""","=""9781480433120""",0,3.97,Open Road Media,Kindle Edition,354,2013,1958,,2021/08/22,to-read,to-read (#2),to-read,,,,0,0
5206937,A Modest Proposal,Jonathan Swift,"Swift, Jonathan",,"=""1605977276""","=""9781605977270""",0,4.02,Book Jungle,Paperback,48,2008,1729,,2021/08/22,to-read,to-read (#1),to-read,,,,0,0
44767458,Dune (Dune #1),Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",4,4.29,Ace,Hardcover,658,2019,1965,,2021/08/21,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",3,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,,2021/08/18,,,read,,,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5,4.30,Ecco,Paperback,408,2012,2011,,2021/08/18,,,read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",4,4.21,Bloomsbury,Hardcover,272,2020,2020,,2021/08/17,,,read,,,,1,0
53375824,Lore,Alexandra Bracken,"Bracken, Alexandra",,"=""1484778200""","=""9781484778203""",4,3.74,Disney Hyperion,Hardcover,480,2021,2021,,2021/08/17,,,read,,,,1,0
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",2,3.89,Doubleday Books,Hardcover,325,2018,2018,,2021/08/17,,,read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",1,4.47,Random House,Hardcover,352,2018,2018,,2021/08/17,,,read,,,,1,0
25488982,"Dictator (Cicero, #3)",Robert   Harris,"Harris, Robert",,"=""0307957942""","=""9780307957948""",4,4.41,Knopf,Hardcover,385,2016,2015,,2021/08/17,,,read,,,,1,0
22107229,The Seventh Day,Yu Hua,"Hua, Yu",Allan H. Barr,"=""0804197865""","=""9780804197861""",4,3.98,Pantheon,Hardcover,224,2015,2013,,2021/08/17,,,read,,,,1,0
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,"Satrapi, Marjane",Mattias Ripa,"=""037571457X""","=""9780375714573""",4,4.27,Pantheon,Paperback,153,2004,2003,,2021/08/17,,,read,,,,1,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",4,4.18,Viking Canada,Hardcover,480,2008,2005,,2021/08/17,,,read,,,,1,0
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,"=""0140449140""","=""9780140449143""",4,3.97,Penguin Classics,Paperback,416,2003,-400,,2021/08/17,,,read,,,,1,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",3,4.16,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2021/08/17,,,read,,,,1,0
243601,"Imperium (Cicero, #1)",Robert   Harris,"Harris, Robert",,"=""074326603X""","=""9780743266031""",4,4.14,Simon & Schuster,Hardcover,305,2006,2006,,2021/08/17,,,read,,,,1,0
14569052,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1616202416""","=""9781616202415""",2,4.18,Algonquin Books,Paperback,336,2012,2003,,2021/08/17,,,read,,,,1,0
37557163,The Aenied,Virgil,"Virgil, Virgil",,"=""""","=""""",4,3.87,,Unknown Binding,,,-19,,2021/08/17,,,read,,,,1,0
30091914,Human Acts,Han Kang,"Kang, Han",Deborah     Smith,"=""1101906723""","=""9781101906729""",3,4.27,Hogarth,Hardcover,218,2017,2014,,2021/08/17,,,read,,,,1,0
